name,type,cask,location,age,abv %,cost,badge,# ratings,community rating,flavor summary,expert,expert score,smoky,earthy,spicy,herbal,oily,bitter,rich,sweet,mineral,salty,umami,tart,fruity,floral
VOLCÁN DE MI TIERRA BLANCO TEQUILA,TEQUILA BLANCO,unknown,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,VOLCÁN DE MI TIERRA ,33,4.03,SALTY & FRUITY,JOHN RANKIN,90,15,5,55,45,5,5,10,45,65,75,25,5,65,15
CÓDIGO 1530 REPOSADO TEQUILA,TEQUILA REPOSADO,EX-NAPA CABERNET SAUVIGNON FRENCH WHITE OAK BARRELS,"JALISCO, MEXICO",NAS,40.0,3,CÓDIGO 1530 ,68,4.06,HERBAL & SPICY,COLIN HOWARD,90,55,40,85,85,60,65,70,20,70,40,60,10,60,20
BLUE NECTAR REPOSADO SPECIAL CRAFT TEQUILA,TEQUILA REPOSADO,CHARRED AMERICAN OAK,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,3,BLUE NECTAR ,3,3.42,SWEET,RON BECHTOL,90,10,10,30,40,15,5,40,45,10,5,25,5,30,20
EL TESORO PARADISO EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,EX-COGNAC,"HIGHLANDS, MEXICO",NAS,40.0,5,EL TESORO ,38,4.25,SWEET,STEPHANIE MORENO,90,10,15,35,35,15,20,40,50,10,10,0,25,0,0
TEQUILA SAN MATIAS TAHONA BLANCO,TEQUILA BLANCO,UNAGED,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,TEQUILA SAN MATIAS ,13,3.85,RICH,STEPHANIE MORENO,90,0,20,20,40,50,30,65,50,25,20,5,30,45,0
MEZCAL JARAL DE BERRIO,MEZCAL JOVEN,UNAGED,"GUANAJUATO , MEXICO",NAS,40.0,1,HACIENDA JARAL DE BERRIO ,12,3.34,SWEET & FRUITY,AMANDA SCHUSTER,90,5,5,0,10,0,0,40,70,25,0,0,20,60,10
MUCHA LIGA INVICTO AÑEJO TEQUILA,TEQUILA AÑEJO,EX-BOURBON,"JALISCO, MEXICO",NAS,40.0,3,MUCHA LIGA ,9,4.22,SWEET & RICH,AMANDA SCHUSTER,90,5,10,40,20,10,0,80,80,0,0,0,10,60,20
ALACRÁN REPOSADO TEQUILA,TEQUILA REPOSADO,AMERICAN OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,35.0,2,AUTÉNTICO ALACRÁN ,2,3.25,FRUITY,RON BECHTOL,90,20,20,40,50,30,0,40,40,0,10,30,0,50,30
ARTA TEQUILA REPOSADO,TEQUILA REPOSADO,EX-BOURBON,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,ARTA TEQUILA ,3,3.67,SWEET & RICH,AMANDA SCHUSTER,90,15,15,25,20,10,5,70,70,0,0,0,20,50,5
REY CAMPERO TEPEXTATE MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,48.0,4,REY CAMPERO ,15,4.04,SPICY,AMANDA SCHUSTER,90,40,10,60,40,5,0,40,40,20,10,0,30,40,15
VILLA LOBOS BLANCO TEQUILA,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,VILLA LOBOS ,2,3.88,FRUITY & FLORAL,OMARI WHEAT,90,0,45,25,70,20,10,60,65,75,40,0,45,80,75
OCHO CIENTOS SOTOL BLANCO,SOTOL,unknown,"CHIHUAHUA , MEXICO",NAS,43.0,2,OCHO CIENTOS ,3,3.0,FRUITY & RICH,AMANDA SCHUSTER,90,15,20,30,50,20,5,60,40,15,10,5,20,60,10
DEL MAGUEY TOBALÁ MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,45.0,4,DEL MAGUEY ,50,4.19,EARTHY & SMOKY,KELLEY SLAGLE,90,70,70,20,40,15,35,0,40,50,0,15,0,15,0
SIETE LEGUAS AÑEJO TEQUILA,TEQUILA AÑEJO,WHITE OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,SIETE LEGUAS ,65,4.09,HERBAL,KELLEY SLAGLE,90,5,30,50,50,0,20,30,40,5,0,0,0,40,0
EL JOLGORIO MEXICANO MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,47.0,4,EL JOLGORIO ,12,4.21,SPICY,JACOB GRIER,90,30,10,50,0,40,10,40,10,30,20,10,0,20,0
MEZCAL PIERDE ALMAS CONEJO,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,51.2,5,PIERDE ALMAS ,4,4.81,UMAMI & FRUITY,DANIEL DJANG,90,70,65,60,65,35,25,65,60,60,70,85,10,75,70
DEL MAGUEY SAN LUIS DEL RIO MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,47.0,3,DEL MAGUEY ,35,4.18,HERBAL & RICH,STEPHANIE MORENO,90,45,25,20,70,20,15,65,30,15,15,25,25,60,15
ILEGAL MEZCAL REPOSADO,MEZCAL REPOSADO,NEW & USED AMERICAN OAK,"OAXACA, MEXICO",NAS,40.0,3,ILEGAL ,84,3.94,SMOKY,AMANDA SCHUSTER,90,60,15,20,15,0,0,40,30,10,10,0,20,50,5
MEZCALES DE LEYENDA DURANGO,MEZCAL JOVEN,unknown,"DURANGO, MEXICO",unknown,40.0,3,MEZCAL DE LEYENDAS ,28,3.78,FRUITY & SWEET,JOHN RANKIN,90,5,70,70,5,5,0,80,85,65,45,25,0,85,15
MILAGRO SELECT BARREL RESERVE AÑEJO TEQUILA,TEQUILA AÑEJO,AMERICAN AND FRENCH OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,4,MILAGRO ,69,4.13,SWEET,KATRINA NIEMISTO,90,5,10,20,5,10,0,30,40,10,0,10,0,15,5
GRAN CENTENARIO AÑEJO TEQUILA,TEQUILA AÑEJO,FRENCH LIMOUSIN OAK,"JALISCO, MEXICO",NAS,40.0,2,GRAN CENTENARIO ,152,4.03,UMAMI,KATRINA NIEMISTO,90,20,20,10,10,15,10,5,20,10,0,25,0,5,15
FIDENCIO TOBALÁ MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,45.5,4,FIDENCIO ,5,3.9,EARTHY & RICH,OMARI WHEAT,90,40,80,20,70,35,20,75,45,35,55,30,15,70,20
REY CAMPERO MADRE CUISHE MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",unknown,48.6,4,REY CAMPERO ,13,4.04,RICH,RON BECHTOL,90,25,25,20,15,15,5,30,5,20,10,20,5,15,15
REY CAMPERO TOBALÁ MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",unknown,48.9,4,REY CAMPERO ,4,4.94,EARTHY,RON BECHTOL,90,35,45,40,25,25,5,40,5,40,20,30,5,30,15
MEZCAL VAGO COYOTE EN BARRO,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,51.0,3,MEZCAL VAGO ,2,3.38,FRUITY & FLORAL,DUNCAN MCROBERTS,90,40,65,30,40,55,55,35,65,45,45,40,75,85,80
TEQUILA 1921 AÑEJO,TEQUILA AÑEJO,unknown,unknown,unknown,40.0,2,unknown,15,4.09,SWEET & RICH,AMANDA SCHUSTER,90,10,0,40,30,20,0,80,80,0,0,0,20,50,0
KOCH EL MEZCAL MADRECUISHE,MEZCAL JOVEN,unknown,unknown,unknown,47.0,4,unknown,1,5.0,HERBAL & EARTHY,OMARI WHEAT,90,65,85,40,90,40,30,70,45,55,30,55,45,40,30
DULCE VIDA REPOSADO 100 PROOF TEQUILA,TEQUILA REPOSADO,EX-BOURBON,"LOS ALTOS, JALISCO, MEXICO",NAS,50.0,2,DULCE VIDA ,27,4.21,HERBAL & SPICY,RON BECHTOL,90,5,15,65,70,20,5,45,60,20,15,15,5,20,15
RIAZUL PLATA TEQUILA,TEQUILA BLANCO,unknown,unknown,unknown,40.0,2,unknown,14,4.0,FRUITY & RICH,AMANDA SCHUSTER,90,5,15,30,40,10,0,70,60,20,5,0,0,70,10
DEL MAGUEY IBÉRICO MEZCAL,MEZCAL JOVEN,UNAGED,unknown,unknown,49.0,5,unknown,22,4.45,FRUITY & SPICY,OMARI WHEAT,90,70,60,70,35,30,60,65,55,30,40,50,40,70,40
BRUXO NO.1 ESPADÍN MEZCAL,MEZCAL JOVEN,unknown,unknown,unknown,46.0,2,unknown,25,3.46,SWEET & RICH,AMANDA SCHUSTER,90,20,40,15,40,20,0,60,60,10,15,0,0,20,30
HERRADURA DOUBLE BARREL REPOSADO TEQUILA,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,2,unknown,46,4.29,SPICY & FRUITY,DANIEL DJANG,90,64,60,68,65,15,10,35,67,32,25,20,10,67,25
CORZO TEQUILA REPOSADO,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,3,unknown,28,3.89,SPICY & RICH,BROCK SCHULTE,90,0,57,90,85,40,60,89,80,76,70,79,85,83,65
HERRADURA COLECCIÓN DE LA CASA RESERVA 2012 PORT CASK FINISH REPOSADO,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,4,unknown,3,4.0,SPICY & SWEET,DISTILLER STAFF,90,12,47,82,62,30,67,46,71,55,20,49,31,63,36
HERENCIA MEXICANA REPOSADO TEQUILA,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,2,unknown,5,4.05,FRUITY & SWEET,OMARI WHEAT,90,35,60,65,35,30,30,55,70,30,50,25,10,75,20
CORAZÓN BLANCO TEQUILA,TEQUILA BLANCO,unknown,unknown,unknown,40.0,2,unknown,80,4.2,RICH & SPICY,BROCK SCHULTE,90,0,67,89,70,30,60,91,75,45,60,50,73,87,78
JOSE CUERVO RESERVA DE LA FAMILIA TEQUILA,TEQUILA EXTRA AÑEJO,unknown,unknown,unknown,40.0,5,unknown,219,4.45,RICH & OILY,DISTILLER STAFF,90,22,25,14,42,86,30,88,80,24,8,80,52,63,70
TEQUILA TAPATIO BLANCO 110,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,55.0,3,TEQUILA TAPATIO ,21,4.4,SPICY,AMANDA SCHUSTER,90,10,10,50,40,0,5,20,15,30,10,15,5,25,0
SOMBRA MEZCAL,MEZCAL JOVEN,unknown,unknown,unknown,45.0,2,unknown,109,3.69,RICH & SMOKY,OMARI WHEAT,90,85,55,40,35,30,30,90,70,40,30,30,20,50,25
KOCH EL MEZCAL ENSEMBLE,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,47.0,3,KOCH EL MEZCAL ,9,4.31,MINERAL & HERBAL,OMARI WHEAT,90,45,40,45,70,10,18,68,65,70,50,30,30,60,37
MEZCAL ALIPÚS SAN BALTAZAR,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,48.4,2,MEZCAL ALIPÚS ,27,3.92,FRUITY & SWEET,OMARI WHEAT,90,50,30,60,60,30,30,60,80,70,60,10,50,80,70
TEQUILA OCHO REPOSADO EL PUERTECITO 2011,TEQUILA REPOSADO,TEQUILA-SEASONED AMERICAN OAK EX-AMERICAN WHISKEY BARRELS,"LOS ALTOS, JALISCO, MEXICO",unknown,40.0,3,TEQUILA OCHO ,unknown,unknown,HERBAL & SWEET,DANIEL DJANG,90,35,45,30,70,50,10,50,55,45,35,10,10,42,45
TEQUILA OCHO EXTRA AÑEJO EL VERGEL 2007,TEQUILA EXTRA AÑEJO,unknown,"LOS ALTOS, JALISCO, MEXICO",unknown,40.0,4,TEQUILA OCHO ,1,4.25,SWEET & FRUITY,DANIEL DJANG,90,35,35,50,60,50,10,25,65,25,20,15,10,60,15
PARTIDA BLANCO TEQUILA,TEQUILA BLANCO,UNAGED,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,PARTIDA ,27,3.69,OILY & FRUITY,STEPHANIE MORENO,90,0,20,5,35,75,30,60,45,40,25,0,40,65,40
SUERTE EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,CHARRED WHITE OAK WHISKEY BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,4,SUERTE ,7,4.43,SWEET & FRUITY,DANIEL DJANG,90,40,45,50,65,20,10,70,80,30,25,25,15,70,45
TEQUILA TAPATIO BLANCO,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,TEQUILA TAPATIO ,37,3.92,HERBAL & SPICY,DUNCAN MCROBERTS,90,40,75,80,85,30,60,40,40,75,35,75,55,45,65
TEQUILA OCHO REPOSADO LA MAGUEYERA 2014,TEQUILA REPOSADO,TEQUILA-SEASONED AMERICAN OAK EX-AMERICAN WHISKEY BARRELS,"LOS ALTOS, JALISCO, MEXICO",unknown,40.0,3,TEQUILA OCHO ,16,4.55,FRUITY & SWEET,AMANDA SCHUSTER,90,5,20,30,10,15,10,50,60,15,15,0,25,70,20
REAL MINERO ARROQUEÑO MEZCAL,MEZCAL JOVEN,NONE,"OAXACA, MEXICO",NAS,51.75,5,MEZCAL REAL MINERO ,8,4.72,EARTHY & HERBAL,OMARI WHEAT,90,75,85,45,80,25,60,75,60,55,45,65,70,40,30
EXPRESIONES DEL CORAZÓN ARTISANAL EDITION BLANCO (2ND RELEASE),TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,TEQUILA CORAZÓN ,2,4.5,SWEET,AMANDA SCHUSTER,90,0,20,5,50,0,10,30,60,15,0,0,10,40,5
CASAMIGOS BLANCO TEQUILA,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,CASAMIGOS ,457,3.94,RICH,STEPHANIE MORENO,90,0,20,20,35,20,10,60,50,20,15,5,15,15,10
CASAMIGOS AÑEJO TEQUILA,TEQUILA AÑEJO,USED WHISKEY BARRELS,"HIGHLANDS, JALISCO, MEXICO",NAS,40.0,3,CASAMIGOS ,450,4.15,SPICY,STEPHANIE MORENO,90,25,20,60,25,15,25,49,50,15,15,10,25,20,0
MEZCAL AMARÁS CUPREATA,MEZCAL JOVEN,unknown,"GUERRERO, MEXICO",unknown,43.0,3,MEZCAL AMARÁS ,32,3.81,HERBAL & RICH,STEPHANIE MORENO,90,15,55,25,85,25,20,60,20,35,15,10,25,35,10
EXPRESIONES DEL CORAZÓN WELLER 12 AÑEJO TEQUILA (2023 COLLECTION),TEQUILA AÑEJO,EX-WELLER 12 KENTUCKY STRAIGHT BOURBON BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,EXPRESIONES DEL CORAZÓN ,1,3.0,RICH,AMANDA SCHUSTER,89,5,15,30,15,15,0,70,30,10,8,5,18,20,0
SANTO TEQUILA AÑEJO,TEQUILA AÑEJO,FORMER AMERICAN WHISKEY BARRELS,MEXICO,NAS,40.0,3,SANTO SPIRITS ,unknown,unknown,RICH,AMANDA SCHUSTER,89,3,15,30,20,5,0,50,30,8,8,8,10,25,3
VOLCÁN XA TEQUILA,TEQUILA REPOSADO,unknown,"JALISCO, MEXICO",NAS,40.0,5,VOLCÁN DE MI TIERRA ,1,5.0,RICH,AMANDA SCHUSTER,89,3,10,25,15,15,3,70,40,10,0,0,10,30,2
CIERTO TEQUILA PRIVATE COLLECTION BLANCO,TEQUILA BLANCO,unknown,"JALISCO, MEXICO",NAS,40.0,4,CIERTO ,4,4.88,RICH,AMANDA SCHUSTER,89,3,10,10,15,0,2,30,25,5,0,0,10,15,0
TEQUILA ETERNO VERANO BLANCO,TEQUILA BLANCO,unknown,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,ETERNO VERANO ,1,4.0,RICH,AMANDA SCHUSTER,89,0,20,5,20,0,0,40,35,8,10,0,15,30,3
CONTRALUZ CRISTALINO REPOSADO MEZCAL,MEZCAL REPOSADO,CHARRED AMERICAN OAK,"OAXACA, MEXICO",NAS,40.0,3,CONTRALUZ ,3,3.75,RICH,STEPHANIE MORENO,89,30,45,30,50,25,35,55,50,25,0,10,10,20,15
ASTRAL TEQUILA BLANCO,TEQUILA BLANCO,unknown,"JALISCO, MEXICO",NAS,40.0,2,ASTRAL ,11,3.61,RICH,AMANDA SCHUSTER,89,0,10,30,25,10,5,50,40,15,10,0,20,30,5
GRACIAS A DIOS MANGO MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,43.0,2,GRACIAS A DIOS ,1,3.75,FRUITY,AMANDA SCHUSTER,89,30,15,10,10,0,2,40,30,10,5,0,40,60,10
GRACIAS A DIOS PIÑA MEZCAL,MEZCAL JOVEN,unknown,MEXICO,NAS,45.0,2,GRACIAS A DIOS ,2,4.13,RICH,AMANDA SCHUSTER,89,30,15,15,20,0,5,50,30,15,8,0,25,40,10
EL TESORO MUNDIAL COLLECTION: THE LAPHROAIG EDITION (2021 RELEASE),TEQUILA AÑEJO,EX-BOURBON & EX-LAPHROAIG 10 YEAR CASKS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,4,EL TESORO ,2,4.5,RICH,AMANDA SCHUSTER,89,45,12,25,15,3,0,65,40,15,10,10,20,30,0
BOSSCAL JOVEN MEZCAL,MEZCAL JOVEN,unknown,"DURANGO, MEXICO",NAS,42.0,2,BOSSCAL ,9,3.22,HERBAL & FLORAL,JAKE EMEN,89,60,40,50,80,30,50,20,40,40,20,30,70,50,70
CALIROSA AÑEJO TEQUILA,TEQUILA AÑEJO,CALIFORNIA RED WINE BARRELS,"JALISCO, MEXICO",18 MONTHS,40.0,3,CALIROSA ,8,4.16,RICH & SWEET,AMANDA SCHUSTER,89,0,15,15,10,10,5,70,65,10,0,0,20,50,25
SEVERO TEQUILA REPOSADO,TEQUILA REPOSADO,WHITE AMERICAN OAK,"JALISCO, MEXICO",NAS,40.0,3,TEQUILA SEVERO ,1,4.5,SWEET & RICH,AMANDA SCHUSTER,89,0,10,30,20,15,3,60,60,20,0,0,15,20,15
LOS MAGOS BLANCO SOTOL,SOTOL,UNAGED,"CHIHUAHUA, MEXICO",NAS,38.0,3,LOS MAGOS ,5,4.5,FRUITY,AMANDA SCHUSTER,89,30,20,15,10,10,3,40,25,15,5,10,20,40,10
LOS VECINOS DEL CAMPO TOBALÁ MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,46.0,4,LOS VECINOS DEL CAMPO ,2,3.63,RICH & SWEET,ANNA ARCHIBALD,89,15,55,25,23,5,0,70,60,0,40,0,10,55,20
EXPRESIONES DEL CORAZÓN THOMAS H. HANDY SAZERAC AÑEJO (2019 RELEASE),TEQUILA AÑEJO,USED THOMAS H. HANDY SAZERAC RYE BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,EXPRESIONES DEL CORAZÓN ,3,3.58,RICH,ANNA ARCHIBALD,89,0,17,30,0,14,0,70,45,0,0,0,0,20,0
ABRE OJOS SILVER TEQUILA,TEQUILA BLANCO,unknown,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,ABRE OJOS ,unknown,unknown,FRUITY,JACK ROBERTIELLO,89,10,40,10,30,10,10,30,25,20,20,25,25,40,15
MIEL DE TIERRA AÑEJO,MEZCAL AÑEJO,"VIRGIN, LOCAL OAK","ZACATECAS, MEXICO",NAS,40.0,3,MIEL DE TIERRA ,10,4.46,SWEET & RICH,JOHN RANKIN,89,5,30,40,5,60,0,80,95,10,15,10,0,50,25
TEQUILA PUEBLO VIEJO BLANCO 104,TEQUILA BLANCO,UNAGED,"LOS ALTOS, JALISCO, MEXICO",NAS,52.0,1,PUEBLO VIEJO ,2,3.63,MINERAL,JACOB GRIER,89,10,20,30,20,40,10,40,20,50,0,10,10,30,10
MEZCAL MARCA NEGRA ARROQUEÑO,MEZCAL JOVEN,NONE,"OAXACA, MEXICO",NAS,48.6,4,MEZCAL MARCA NEGRA ,1,2.0,SWEET & FRUITY,KELLEY SLAGLE,89,50,65,10,50,0,40,0,70,30,0,15,0,65,40
OCHO CIENTOS SOTOL REPOSADO,SOTOL,EX-TENNESSEE WHISKEY,"CHIHUAHUA, MEXICO",NAS,43.0,3,OCHO CIENTOS ,3,3.25,RICH & SWEET,AMANDA SCHUSTER,89,20,25,40,50,40,5,70,60,10,10,5,5,30,0
AHA TORO AÑEJO,TEQUILA AÑEJO,OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,AHA TORO ,21,4.17,SWEET & FRUITY,JOHN RANKIN,89,15,20,15,25,5,5,15,65,5,15,5,10,55,5
TEQUILA OCHO PLATA LOS MANGOS 2010,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,TEQUILA OCHO ,3,4.0,EARTHY & MINERAL,KELLEY SLAGLE,89,0,80,10,40,5,10,5,30,70,0,0,0,30,10
MEZCAL PIERDE ALMAS ESPADÍN,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,49.0,3,PIERDE ALMAS ,8,3.63,UMAMI & HERBAL,DANIEL DJANG,89,65,60,50,70,25,20,45,40,60,55,70,10,60,65
DELEÓN REPOSADO TEQUILA,TEQUILA REPOSADO,AMERICAN OAK AND FRENCH OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,DELEÓN TEQUILA ,23,3.6,SWEET,MATTHEW SHEINBERG,89,30,0,20,40,10,5,15,50,10,0,15,10,15,35
DON FULANO AÑEJO TEQUILA,TEQUILA AÑEJO,FRENCH LIMOUSIN OAK,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,4,DON FULANO ,30,4.34,RICH,AMANDA SCHUSTER,89,10,25,30,25,5,10,40,20,5,5,15,10,20,0
MAYALEN AGUA DE JUVENTUD GUERRERO MEZCAL,MEZCAL JOVEN,unknown,"GUERRERO , MEXICO",NAS,53.0,2,MAYALEN ,6,3.0,HERBAL,AMANDA SCHUSTER,89,15,10,30,60,0,0,40,15,10,0,5,5,20,0
FIDENCIO TIERRA BLANCA MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,50.9,3,FIDENCIO ,8,4.56,FRUITY & HERBAL,OMARI WHEAT,89,50,30,10,70,20,15,40,55,60,30,40,40,80,50
MEZCAL VAGO ESPADIN,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,51.2,2,MEZCAL VAGO ,64,3.89,UMAMI & SPICY,DUNCAN MCROBERTS,89,55,35,80,70,35,55,30,65,65,45,85,60,75,70
KAH TEQUILA REPOSADO,TEQUILA REPOSADO,unknown,unknown,unknown,55.0,3,unknown,32,3.71,SPICY & FRUITY,BROCK SCHULTE,89,70,74,86,83,50,45,79,80,83,78,78,83,83,75
KOCH EL MEZCAL MEXICANO,MEZCAL JOVEN,unknown,unknown,unknown,47.0,4,unknown,2,5.0,FRUITY & HERBAL,OMARI WHEAT,89,55,60,30,70,45,55,65,65,35,50,55,40,70,65
FIDENCIO TEPEXTATE MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,45.9,4,FIDENCIO ,5,3.55,HERBAL & EARTHY,OMARI WHEAT,89,65,80,20,85,15,45,60,50,60,40,60,40,40,30
KOCH EL MEZCAL BARRIL,MEZCAL JOVEN,unknown,unknown,unknown,47.0,4,unknown,unknown,unknown,RICH & FRUITY,OMARI WHEAT,89,45,45,30,66,25,30,90,65,15,30,10,15,70,10
ROCA PATRÓN AÑEJO TEQUILA,TEQUILA AÑEJO,EX-BOURBON,"LOS ALTOS, JALISCO, MEXICO",NAS,44.0,4,PATRÓN ,55,3.75,SWEET,STEPHANIE MORENO,89,30,40,40,25,30,15,50,55,15,0,0,15,40,0
FIDENCIO PECHUGA MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,47.3,4,FIDENCIO ,11,3.5,FRUITY & SWEET,OMARI WHEAT,89,35,30,45,70,25,30,60,80,50,35,30,65,90,65
FIDENCIO MADRECUIXE MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,49.4,4,FIDENCIO ,3,4.42,HERBAL & SALTY,OMARI WHEAT,89,40,60,35,90,20,15,50,60,55,70,20,65,30,40
FIDENCIO CLÁSICO MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,44.0,2,FIDENCIO ,63,3.68,EARTHY & FRUITY,OMARI WHEAT,89,60,80,45,50,30,40,50,50,65,40,40,50,65,33
ANTIGUO DE HERRADURA TEQUILA AÑEJO,TEQUILA AÑEJO,unknown,unknown,unknown,40.0,2,unknown,5,4.2,SWEET & FRUITY,DISTILLER STAFF,89,26,32,62,58,75,32,70,84,28,18,63,26,82,69
ANTIGUO DE HERRADURA TEQUILA REPOSADO,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,2,unknown,14,3.64,SPICY & SWEET,DISTILLER STAFF,89,25,52,78,34,65,23,52,72,32,22,61,17,67,60
DON AMADO REPOSADO MEZCAL,MEZCAL REPOSADO,unknown,"OAXACA, MEXICO",NAS,45.0,3,DON AMADO ,11,4.03,RICH & UMAMI,OMARI WHEAT,89,75,75,70,40,50,40,80,65,60,65,75,35,30,30
SIEMBRA AZUL BLANCO TEQUILA,TEQUILA BLANCO,UNAGED,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,SIEMBRA AZUL ,16,3.91,SWEET & FRUITY,OMARI WHEAT,89,15,40,30,70,30,15,70,83,45,30,20,50,80,50
HERRADURA REPOSADO TEQUILA,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,2,unknown,220,3.87,UMAMI & SPICY,DISTILLER STAFF,89,58,70,70,60,40,44,56,68,60,0,72,0,64,26
MEZCAL PIERDE ALMAS HISTORIC EDITION MAGUEY DE LUMBRE,MEZCAL JOVEN,unknown,unknown,unknown,49.0,3,unknown,4,3.5,MINERAL & SWEET,OMARI WHEAT,89,75,60,30,75,10,30,40,76,80,40,10,50,60,30
DON AMADO JOVEN RUSTICO MEZCAL,MEZCAL JOVEN,unknown,unknown,unknown,47.0,2,unknown,16,4.08,MINERAL & SMOKY,OMARI WHEAT,89,80,70,75,55,30,40,70,60,80,68,45,30,55,33
PATRÓN AÑEJO TEQUILA,TEQUILA AÑEJO,WHITE OAK BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,PATRÓN ,213,3.74,RICH & SWEET,AMANDA SCHUSTER,89,5,10,30,15,20,5,80,60,10,3,0,10,25,3
SUERTE REPOSADO TEQUILA,TEQUILA REPOSADO,unknown,"LOS ALTOS, JALISCO, MEXICO",unknown,40.0,2,SUERTE ,26,3.75,SWEET & FRUITY,DANIEL DJANG,89,55,60,45,60,25,10,30,80,40,30,35,15,70,30
CHINACO BLANCO TEQUILA,TEQUILA BLANCO,unknown,"TAMAULIPAS, MEXICO",NAS,40.0,2,CHINACO ,9,3.69,MINERAL & FRUITY,DUNCAN MCROBERTS,89,25,60,60,70,60,35,70,50,80,65,65,75,75,40
TEQUILA OCHO AÑEJO LA MAGUEYERA 2014,TEQUILA AÑEJO,unknown,"LOS ALTOS, JALISCO, MEXICO",unknown,40.0,4,TEQUILA OCHO ,18,4.05,RICH,AMANDA SCHUSTER,89,10,25,35,50,15,5,70,40,25,30,0,15,50,15
MEZCAL EL SILENCIO JOVEN,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,40.0,3,MEZCAL EL SILENCIO ,17,3.81,HERBAL & EARTHY,STEPHANIE MORENO,89,25,60,10,65,25,25,55,15,40,25,10,30,10,0
QUECHOL WHEELERI SOTOL,SOTOL,unknown,MEXICO,NAS,45.5,3,QUECHOL SOTOL ,unknown,unknown,RICH,AMANDA SCHUSTER,88,15,15,30,20,8,5,50,20,10,0,5,0,20,0
